"Time","debug","error","info","warn"
2026-01-06 15:40:00,91.0 K,4,5.54 K,2
2026-01-06 16:00:00,84.6 K,,4.01 K,
2026-01-06 16:20:00,86.4 K,,4.53 K,
2026-01-06 16:40:00,89.1 K,,5.24 K,
2026-01-06 17:00:00,88.4 K,,4.97 K,
2026-01-06 17:20:00,84.8 K,,4.18 K,
2026-01-06 17:40:00,85.5 K,,4.23 K,
2026-01-06 18:00:00,84.7 K,,3.86 K,
2026-01-06 18:20:00,82.8 K,,3.38 K,1
2026-01-06 18:40:00,91.3 K,,5.65 K,
2026-01-06 19:00:00,85.6 K,,4.14 K,
2026-01-06 19:20:00,92.7 K,1,5.78 K,6
2026-01-06 19:40:00,84.7 K,,3.84 K,
2026-01-06 20:00:00,88.5 K,,4.86 K,2
2026-01-06 20:20:00,82.5 K,,3.42 K,
2026-01-06 20:40:00,86.9 K,,4.53 K,
2026-01-06 21:00:00,87.2 K,,4.70 K,
2026-01-06 21:20:00,88.8 K,,5.17 K,
2026-01-06 21:40:00,90.5 K,,5.71 K,1
2026-01-06 22:00:00,81.5 K,,3.45 K,
2026-01-06 22:20:00,86.3 K,,4.60 K,1
2026-01-06 22:40:00,86.4 K,,4.47 K,
2026-01-06 23:00:00,77.4 K,,2.50 K,
2026-01-06 23:20:00,83.5 K,,3.96 K,
2026-01-06 23:40:00,86.4 K,,4.13 K,
2026-01-07 00:00:00,87.5 K,,4.59 K,
2026-01-07 00:20:00,159 K,,24.4 K,1
2026-01-07 00:40:00,244 K,,48.0 K,
2026-01-07 01:00:00,245 K,,48.0 K,
2026-01-07 01:20:00,245 K,,48.0 K,
2026-01-07 01:40:00,245 K,,48.0 K,
2026-01-07 02:00:00,244 K,,48.0 K,
2026-01-07 02:20:00,244 K,,48.0 K,
2026-01-07 02:40:00,245 K,,48.0 K,
2026-01-07 03:00:00,245 K,,48.0 K,
2026-01-07 03:20:00,245 K,,48.0 K,
2026-01-07 03:40:00,245 K,,48.0 K,
2026-01-07 04:00:00,244 K,,48.0 K,
2026-01-07 04:20:00,244 K,,48.0 K,
2026-01-07 04:40:00,244 K,,48.0 K,
2026-01-07 05:00:00,244 K,,48.0 K,
2026-01-07 05:20:00,244 K,,48.0 K,
2026-01-07 05:40:00,244 K,,48.0 K,
2026-01-07 06:00:00,244 K,,48.0 K,
2026-01-07 06:20:00,244 K,,48.0 K,
2026-01-07 06:40:00,244 K,,48.0 K,
2026-01-07 07:00:00,244 K,,48.0 K,
2026-01-07 07:20:00,130 K,34,15.1 K,4
2026-01-07 07:40:00,77.8 K,1,1.61 K,
2026-01-07 08:00:00,82.9 K,,3.21 K,
2026-01-07 08:20:00,84.0 K,,3.65 K,
2026-01-07 08:40:00,82.1 K,,3.25 K,
2026-01-07 09:00:00,86.0 K,,4.10 K,
2026-01-07 09:20:00,82.1 K,,3.09 K,
2026-01-07 09:40:00,81.0 K,,2.94 K,
2026-01-07 10:00:00,82.8 K,,3.23 K,
2026-01-07 10:20:00,80.4 K,,2.72 K,
2026-01-07 10:40:00,81.9 K,,3.14 K,
2026-01-07 11:00:00,82.8 K,,3.10 K,
2026-01-07 11:20:00,83.9 K,,3.57 K,
2026-01-07 11:40:00,81.6 K,,3.14 K,
2026-01-07 12:00:00,81.5 K,,2.95 K,
2026-01-07 12:20:00,82.1 K,1,2.79 K,5
2026-01-07 12:40:00,84.7 K,,3.62 K,
2026-01-07 13:00:00,82.7 K,,3.06 K,
2026-01-07 13:20:00,84.8 K,1,3.63 K,18
2026-01-07 13:40:00,81.4 K,,2.70 K,
2026-01-07 14:00:00,84.1 K,,3.48 K,
2026-01-07 14:20:00,82 K,,2.99 K,
2026-01-07 14:40:00,84.1 K,,3.40 K,
2026-01-07 15:00:00,84.1 K,,3.20 K,
2026-01-07 15:20:00,82.6 K,,3.26 K,
2026-01-07 15:40:00,80.3 K,,2.81 K,2
2026-01-07 16:00:00,81.9 K,,3.04 K,
2026-01-07 16:20:00,92.3 K,4,5.70 K,2
2026-01-07 16:40:00,104 K,,9.27 K,2
2026-01-07 17:00:00,83.6 K,1,2.94 K,6
2026-01-07 17:20:00,85.6 K,1,3.24 K,6
2026-01-07 17:40:00,83.4 K,,2.76 K,
2026-01-07 18:00:00,84.6 K,,3.03 K,
2026-01-07 18:20:00,86.2 K,1,3.23 K,6
2026-01-07 18:40:00,85.9 K,,3.36 K,
2026-01-07 19:00:00,86.2 K,,3.55 K,
2026-01-07 19:20:00,84.5 K,,3.16 K,
2026-01-07 19:40:00,84.7 K,,3.08 K,
2026-01-07 20:00:00,82.8 K,,2.81 K,
2026-01-07 20:20:00,84.1 K,,3.08 K,
2026-01-07 20:40:00,83.7 K,,2.92 K,
2026-01-07 21:00:00,86.6 K,,3.64 K,
2026-01-07 21:20:00,84.6 K,,3.17 K,
2026-01-07 21:40:00,82.3 K,,2.61 K,
2026-01-07 22:00:00,84.8 K,,3.16 K,
2026-01-07 22:20:00,82.1 K,,2.55 K,
2026-01-07 22:40:00,84.2 K,,3.11 K,
2026-01-07 23:00:00,86.2 K,,3.59 K,
2026-01-07 23:20:00,84.3 K,,2.87 K,2
2026-01-07 23:40:00,84.9 K,,3.37 K,
2026-01-08 00:00:00,82.2 K,,2.80 K,
2026-01-08 00:20:00,88.2 K,,4.07 K,
2026-01-08 00:40:00,86.0 K,,3.42 K,
2026-01-08 01:00:00,84.2 K,,2.79 K,
2026-01-08 01:20:00,83.5 K,,2.76 K,
2026-01-08 01:40:00,83.5 K,,2.89 K,
2026-01-08 02:00:00,82.6 K,,2.73 K,
2026-01-08 02:20:00,81.8 K,1,2.43 K,2
2026-01-08 02:40:00,84.3 K,,3.28 K,
2026-01-08 03:00:00,85.7 K,,3.35 K,
2026-01-08 03:20:00,83.8 K,,2.71 K,2
2026-01-08 03:40:00,83.8 K,,2.65 K,
2026-01-08 04:00:00,83.8 K,,2.99 K,
2026-01-08 04:20:00,84.2 K,,2.92 K,
2026-01-08 04:40:00,85.3 K,,3.30 K,
2026-01-08 05:00:00,86.2 K,,3.29 K,
2026-01-08 05:20:00,84.0 K,,3.03 K,
2026-01-08 05:40:00,83.5 K,,2.77 K,
2026-01-08 06:00:00,86.5 K,,3.56 K,
2026-01-08 06:20:00,83.2 K,,2.58 K,
2026-01-08 06:40:00,84.8 K,,3.02 K,
2026-01-08 07:00:00,83.9 K,,2.88 K,
2026-01-08 07:20:00,83.4 K,,2.85 K,
2026-01-08 07:40:00,85.2 K,,3.36 K,
2026-01-08 08:00:00,85.6 K,,3.05 K,
2026-01-08 08:20:00,86.2 K,,3.56 K,
2026-01-08 08:40:00,85.3 K,,3.16 K,
2026-01-08 09:00:00,83.8 K,,3.20 K,
2026-01-08 09:20:00,84.8 K,,3.08 K,
2026-01-08 09:40:00,87.9 K,,3.94 K,
2026-01-08 10:00:00,83.4 K,,2.90 K,
2026-01-08 10:20:00,84.2 K,,3.23 K,
2026-01-08 10:40:00,83.6 K,,2.91 K,
2026-01-08 11:00:00,83.0 K,,2.63 K,
2026-01-08 11:20:00,84.8 K,,3.08 K,
2026-01-08 11:40:00,83.9 K,,2.76 K,
2026-01-08 12:00:00,85.1 K,,3.26 K,
2026-01-08 12:20:00,83.3 K,,3.01 K,2
2026-01-08 12:40:00,85.0 K,,3.20 K,
2026-01-08 13:00:00,86.2 K,,3.48 K,
2026-01-08 13:20:00,85.2 K,1,3.43 K,10
2026-01-08 13:40:00,78.7 K,,2.15 K,2
2026-01-08 14:00:00,82.1 K,,2.94 K,
2026-01-08 14:20:00,81.6 K,,2.92 K,
2026-01-08 14:40:00,81.0 K,,2.78 K,
2026-01-08 15:00:00,83.5 K,,3.43 K,
2026-01-08 15:20:00,82.4 K,,3.22 K,
2026-01-08 15:40:00,80.2 K,,3.01 K,
2026-01-08 16:00:00,84.6 K,,3.65 K,
2026-01-08 16:20:00,82.2 K,,3.16 K,
2026-01-08 16:40:00,83.9 K,1,3.15 K,4
2026-01-08 17:00:00,81.1 K,,2.81 K,
2026-01-08 17:20:00,82.2 K,,3.02 K,
2026-01-08 17:40:00,81.1 K,,2.63 K,
2026-01-08 18:00:00,83.4 K,,3.42 K,
2026-01-08 18:20:00,84.7 K,,3.38 K,
2026-01-08 18:40:00,82.1 K,,3.14 K,
2026-01-08 19:00:00,84.1 K,,3.48 K,
2026-01-08 19:20:00,86.1 K,1,4.21 K,22
2026-01-08 19:40:00,80.7 K,,2.73 K,
2026-01-08 20:00:00,80.6 K,,2.51 K,
2026-01-08 20:20:00,80.9 K,,2.69 K,
2026-01-08 20:40:00,82.4 K,,3.18 K,2
2026-01-08 21:00:00,80.7 K,,2.79 K,
2026-01-08 21:20:00,84.2 K,,3.40 K,
2026-01-08 21:40:00,83.2 K,,3.31 K,
2026-01-08 22:00:00,80.7 K,,2.93 K,
2026-01-08 22:20:00,81.9 K,,3.12 K,
2026-01-08 22:40:00,83.8 K,,3.42 K,
2026-01-08 23:00:00,82.6 K,,3.13 K,
2026-01-08 23:20:00,79.7 K,,2.15 K,
2026-01-08 23:40:00,82.9 K,,3.11 K,
2026-01-09 00:00:00,82.4 K,,3.06 K,
2026-01-09 00:20:00,83.6 K,,2.93 K,
2026-01-09 00:40:00,85.2 K,,3.65 K,
2026-01-09 01:00:00,79.0 K,9,2.44 K,31
2026-01-09 01:20:00,82.4 K,,3.12 K,
2026-01-09 01:40:00,84.3 K,,3.49 K,
2026-01-09 02:00:00,82.9 K,,3.21 K,
2026-01-09 02:20:00,83.8 K,,3.13 K,
2026-01-09 02:40:00,81.5 K,,2.80 K,
2026-01-09 03:00:00,81.3 K,,2.68 K,2
2026-01-09 03:20:00,83.0 K,,3.09 K,
2026-01-09 03:40:00,84.0 K,,3.48 K,
2026-01-09 04:00:00,82.8 K,4,3.32 K,8
2026-01-09 04:20:00,89.1 K,,5.00 K,8
2026-01-09 04:40:00,82.2 K,,2.92 K,
2026-01-09 05:00:00,82.3 K,,3.07 K,
2026-01-09 05:20:00,83.4 K,,3.23 K,
2026-01-09 05:40:00,83.3 K,,3.00 K,
2026-01-09 06:00:00,83.2 K,,2.96 K,
2026-01-09 06:20:00,83.7 K,,3.13 K,2
2026-01-09 06:40:00,79.6 K,,2.27 K,
2026-01-09 07:00:00,84.0 K,,3.58 K,
2026-01-09 07:20:00,82.7 K,,2.96 K,
2026-01-09 07:40:00,81.2 K,,2.83 K,
2026-01-09 08:00:00,78.1 K,1,1.53 K,4
2026-01-09 08:20:00,82.1 K,,3.07 K,
2026-01-09 08:40:00,80.8 K,2,2.35 K,8
2026-01-09 09:00:00,82.1 K,,2.88 K,
2026-01-09 09:20:00,82.7 K,,2.94 K,
2026-01-09 09:40:00,77.8 K,1,1.41 K,8
2026-01-09 10:00:00,81.8 K,,2.61 K,
2026-01-09 10:20:00,85.9 K,,3.61 K,
2026-01-09 10:40:00,84.9 K,,3.05 K,
2026-01-09 11:00:00,85.9 K,1,3.39 K,
2026-01-09 11:20:00,83.0 K,,3.04 K,
2026-01-09 11:40:00,88.8 K,,4.42 K,
2026-01-09 12:00:00,83.2 K,,2.96 K,
2026-01-09 12:20:00,83.0 K,,2.86 K,
2026-01-09 12:40:00,83.7 K,,3.28 K,
2026-01-09 13:00:00,83.5 K,,3.21 K,
2026-01-09 13:20:00,82.2 K,,3.01 K,
2026-01-09 13:40:00,79.7 K,1,2.01 K,4
2026-01-09 14:00:00,86.4 K,,3.72 K,
2026-01-09 14:20:00,82.4 K,1,2.89 K,8
2026-01-09 14:40:00,85.5 K,,3.50 K,
2026-01-09 15:00:00,82.7 K,,2.65 K,
2026-01-09 15:20:00,83.0 K,,2.78 K,2
2026-01-09 15:40:00,83.3 K,2,2.84 K,
2026-01-09 16:00:00,80.6 K,,2.28 K,
2026-01-09 16:20:00,84.5 K,3,3.50 K,
2026-01-09 16:40:00,82.7 K,2,2.89 K,6
2026-01-09 17:00:00,80.7 K,,2.15 K,
2026-01-09 17:20:00,84.5 K,3,3.29 K,
2026-01-09 17:40:00,105 K,,5.41 K,
2026-01-09 18:00:00,84.2 K,,2.79 K,
2026-01-09 18:20:00,84.9 K,,3.29 K,
2026-01-09 18:40:00,82.5 K,,2.85 K,
2026-01-09 19:00:00,82.3 K,,2.66 K,
2026-01-09 19:20:00,82.6 K,,2.71 K,
2026-01-09 19:40:00,81.3 K,,2.43 K,
2026-01-09 20:00:00,81.9 K,,2.58 K,
2026-01-09 20:20:00,81.3 K,,2.55 K,
2026-01-09 20:40:00,83.2 K,,2.81 K,
2026-01-09 21:00:00,83.7 K,,2.80 K,
2026-01-09 21:20:00,82.6 K,,2.95 K,
2026-01-09 21:40:00,81.9 K,,2.47 K,
2026-01-09 22:00:00,85.0 K,,3.52 K,
2026-01-09 22:20:00,81.1 K,,2.43 K,
2026-01-09 22:40:00,81.4 K,,2.48 K,2
2026-01-09 23:00:00,82.8 K,,2.78 K,
2026-01-09 23:20:00,80.9 K,,2.45 K,
2026-01-09 23:40:00,82.6 K,3,2.78 K,
2026-01-10 00:00:00,81.7 K,,2.55 K,
2026-01-10 00:20:00,81.5 K,,2.49 K,
2026-01-10 00:40:00,82.6 K,,2.71 K,
2026-01-10 01:00:00,86.8 K,,3.63 K,
2026-01-10 01:20:00,82.2 K,,2.38 K,
2026-01-10 01:40:00,83.2 K,,2.64 K,
2026-01-10 02:00:00,79.4 K,1,1.71 K,6
2026-01-10 02:20:00,81.6 K,,2.26 K,
2026-01-10 02:40:00,85.2 K,,3.21 K,
2026-01-10 03:00:00,84.5 K,,2.78 K,
2026-01-10 03:20:00,81.8 K,,2.48 K,
2026-01-10 03:40:00,84.7 K,,3.24 K,
2026-01-10 04:00:00,82.8 K,,2.53 K,
2026-01-10 04:20:00,84.2 K,,2.83 K,
2026-01-10 04:40:00,83.1 K,,2.53 K,
2026-01-10 05:00:00,82.0 K,,2.29 K,2
2026-01-10 05:20:00,84.2 K,,2.72 K,
2026-01-10 05:40:00,83.8 K,,2.80 K,
2026-01-10 06:00:00,84.6 K,1,2.80 K,20
2026-01-10 06:20:00,83.7 K,,2.98 K,
2026-01-10 06:40:00,81.1 K,,2.28 K,
2026-01-10 07:00:00,84.7 K,,3.44 K,
2026-01-10 07:20:00,79.8 K,,2.16 K,
2026-01-10 07:40:00,78.2 K,1,1.76 K,8
2026-01-10 08:00:00,80.9 K,,2.22 K,
2026-01-10 08:20:00,83.0 K,,2.82 K,
2026-01-10 08:40:00,82.6 K,,2.47 K,
2026-01-10 09:00:00,80.9 K,,2.36 K,
2026-01-10 09:20:00,82.0 K,,2.43 K,
2026-01-10 09:40:00,82.9 K,1,2.69 K,4
2026-01-10 10:00:00,79 K,,1.99 K,
2026-01-10 10:20:00,80.2 K,1,1.76 K,2
2026-01-10 10:40:00,80.4 K,2,1.88 K,4
2026-01-10 11:00:00,109 K,2,6.12 K,
2026-01-10 11:20:00,82.9 K,2,2.23 K,12
2026-01-10 11:40:00,77.9 K,1,1.39 K,8
2026-01-10 12:00:00,97.6 K,3,4.58 K,
2026-01-10 12:20:00,81.6 K,,2.34 K,
2026-01-10 12:40:00,82.6 K,,2.63 K,
2026-01-10 13:00:00,83.8 K,,2.96 K,
2026-01-10 13:20:00,83.2 K,,2.80 K,
2026-01-10 13:40:00,82.2 K,,2.49 K,
2026-01-10 14:00:00,82.7 K,,2.63 K,
2026-01-10 14:20:00,86.2 K,,3.54 K,
2026-01-10 14:40:00,80.8 K,,2.17 K,
2026-01-10 15:00:00,83.4 K,,2.75 K,
2026-01-10 15:20:00,81.7 K,,2.51 K,
2026-01-10 15:40:00,83.5 K,,3.13 K,
2026-01-10 16:00:00,83.7 K,,2.84 K,
2026-01-10 16:20:00,83.0 K,,2.82 K,
2026-01-10 16:40:00,82.4 K,,2.55 K,
2026-01-10 17:00:00,85.0 K,,3.28 K,
2026-01-10 17:20:00,106 K,2,6.04 K,43
2026-01-10 17:40:00,245 K,6,24.0 K,
2026-01-10 18:00:00,245 K,,24.0 K,
2026-01-10 18:20:00,245 K,1,24.0 K,
2026-01-10 18:40:00,245 K,,24.0 K,
2026-01-10 19:00:00,245 K,,24.0 K,
2026-01-10 19:20:00,245 K,,24.0 K,
2026-01-10 19:40:00,245 K,,24.0 K,
2026-01-10 20:00:00,244 K,,24.0 K,
2026-01-10 20:20:00,244 K,,24.0 K,
2026-01-10 20:40:00,244 K,,24.0 K,
2026-01-10 21:00:00,244 K,,24.0 K,
2026-01-10 21:20:00,244 K,,24.0 K,
2026-01-10 21:40:00,244 K,,24.0 K,
2026-01-10 22:00:00,245 K,,24.0 K,
2026-01-10 22:20:00,245 K,,24.0 K,
2026-01-10 22:40:00,245 K,,24.0 K,
2026-01-10 23:00:00,245 K,,24.0 K,
2026-01-10 23:20:00,245 K,,24.0 K,
2026-01-10 23:40:00,245 K,,24.0 K,
2026-01-11 00:00:00,245 K,,24.0 K,
2026-01-11 00:20:00,245 K,,24.0 K,
2026-01-11 00:40:00,245 K,,24.0 K,
2026-01-11 01:00:00,245 K,15,24.0 K,
2026-01-11 01:20:00,245 K,,24.0 K,
2026-01-11 01:40:00,245 K,,24.0 K,
2026-01-11 02:00:00,245 K,,24.0 K,
2026-01-11 02:20:00,245 K,,24.0 K,
2026-01-11 02:40:00,245 K,,24.0 K,
2026-01-11 03:00:00,245 K,,24.0 K,
2026-01-11 03:20:00,246 K,,24.0 K,
2026-01-11 03:40:00,246 K,,24.0 K,
2026-01-11 04:00:00,245 K,,24.0 K,
2026-01-11 04:20:00,245 K,,24.0 K,
2026-01-11 04:40:00,246 K,,24.0 K,
2026-01-11 05:00:00,246 K,,24.0 K,
2026-01-11 05:20:00,246 K,,24.0 K,
2026-01-11 05:40:00,245 K,,24.0 K,
2026-01-11 06:00:00,246 K,,24.0 K,
2026-01-11 06:20:00,245 K,,24.0 K,
2026-01-11 06:40:00,245 K,,24.0 K,
2026-01-11 07:00:00,245 K,,24.0 K,
2026-01-11 07:20:00,245 K,,24.0 K,
2026-01-11 07:40:00,245 K,,24.0 K,
2026-01-11 08:00:00,245 K,,24.0 K,
2026-01-11 08:20:00,245 K,,24.0 K,
2026-01-11 08:40:00,244 K,1,24.0 K,
2026-01-11 09:00:00,245 K,,24.0 K,
2026-01-11 09:20:00,199 K,1,17.5 K,3
2026-01-11 09:40:00,81.6 K,4,1.47 K,
2026-01-11 10:00:00,78.5 K,,2.38 K,
2026-01-11 10:20:00,80.4 K,,2.80 K,2
2026-01-11 10:40:00,82.6 K,,3.11 K,2
2026-01-11 11:00:00,81.8 K,,3.07 K,
2026-01-11 11:20:00,78.7 K,,2.27 K,
2026-01-11 11:40:00,84.6 K,,3.63 K,
2026-01-11 12:00:00,81.4 K,,2.67 K,
2026-01-11 12:20:00,80.8 K,,2.61 K,
2026-01-11 12:40:00,80.4 K,,2.63 K,
2026-01-11 13:00:00,83.3 K,,3.23 K,
2026-01-11 13:20:00,82.5 K,,2.61 K,
2026-01-11 13:40:00,81.4 K,,2.93 K,
2026-01-11 14:00:00,82.4 K,,3.05 K,
2026-01-11 14:20:00,82.4 K,,3.02 K,
2026-01-11 14:40:00,80.2 K,,2.26 K,
2026-01-11 15:00:00,81.0 K,,2.61 K,
2026-01-11 15:20:00,80.9 K,,2.62 K,
2026-01-11 15:40:00,81.5 K,,2.96 K,
2026-01-11 16:00:00,82.9 K,,2.81 K,
2026-01-11 16:20:00,79.8 K,,2.43 K,
2026-01-11 16:40:00,84.4 K,,3.63 K,
2026-01-11 17:00:00,79.6 K,,2.43 K,
2026-01-11 17:20:00,79.7 K,,2.52 K,
2026-01-11 17:40:00,79.7 K,,2.61 K,
2026-01-11 18:00:00,79.9 K,,2.39 K,
2026-01-11 18:20:00,82.1 K,,3.04 K,
2026-01-11 18:40:00,82.3 K,,2.53 K,
2026-01-11 19:00:00,79.7 K,,2.50 K,
2026-01-11 19:20:00,83.9 K,,3.35 K,
2026-01-11 19:40:00,81.4 K,,2.84 K,
2026-01-11 20:00:00,80.7 K,,2.36 K,
2026-01-11 20:20:00,82.5 K,,2.82 K,
2026-01-11 20:40:00,81.9 K,,2.72 K,
2026-01-11 21:00:00,81.3 K,,2.60 K,
2026-01-11 21:20:00,81.3 K,,2.60 K,
2026-01-11 21:40:00,82.9 K,,2.92 K,
2026-01-11 22:00:00,80.1 K,,2.47 K,
2026-01-11 22:20:00,82.5 K,,3.26 K,
2026-01-11 22:40:00,79.6 K,,2.33 K,
2026-01-11 23:00:00,80.4 K,,2.62 K,
2026-01-11 23:20:00,80.4 K,,2.45 K,
2026-01-11 23:40:00,80.0 K,,2.59 K,
2026-01-12 00:00:00,81.8 K,,2.87 K,
2026-01-12 00:20:00,82.2 K,,2.94 K,
2026-01-12 00:40:00,79.7 K,,2.49 K,
2026-01-12 01:00:00,81.1 K,,2.64 K,
2026-01-12 01:20:00,84.6 K,,3.48 K,
2026-01-12 01:40:00,81.6 K,,2.56 K,
2026-01-12 02:00:00,82.7 K,,2.92 K,
2026-01-12 02:20:00,80.9 K,,2.47 K,
2026-01-12 02:40:00,80.6 K,,2.37 K,2
2026-01-12 03:00:00,83.4 K,,3.00 K,
2026-01-12 03:20:00,80.6 K,,2.47 K,
2026-01-12 03:40:00,80.7 K,,2.51 K,
2026-01-12 04:00:00,84.7 K,,3.62 K,
2026-01-12 04:20:00,80.8 K,,2.67 K,
2026-01-12 04:40:00,81.0 K,,2.54 K,2
2026-01-12 05:00:00,79.8 K,,2.21 K,
2026-01-12 05:20:00,83.0 K,,2.92 K,2
2026-01-12 05:40:00,84.2 K,,3.00 K,
2026-01-12 06:00:00,81.7 K,,2.63 K,
2026-01-12 06:20:00,81.5 K,,2.61 K,
2026-01-12 06:40:00,84.4 K,,3.59 K,
2026-01-12 07:00:00,81.1 K,,2.54 K,2
2026-01-12 07:20:00,80.1 K,,2.38 K,
2026-01-12 07:40:00,82.2 K,,2.66 K,
2026-01-12 08:00:00,81.3 K,,2.56 K,
2026-01-12 08:20:00,80.6 K,,2.58 K,
2026-01-12 08:40:00,80.7 K,,2.71 K,
2026-01-12 09:00:00,83.3 K,,3.37 K,
2026-01-12 09:20:00,81.4 K,,2.91 K,
2026-01-12 09:40:00,79.9 K,,2.43 K,
2026-01-12 10:00:00,79.6 K,,2.41 K,
2026-01-12 10:20:00,82.1 K,1,2.90 K,3
2026-01-12 10:40:00,82.1 K,,2.67 K,
2026-01-12 11:00:00,80.1 K,3,2.35 K,14
2026-01-12 11:20:00,85.0 K,,3.70 K,
2026-01-12 11:40:00,82.8 K,,3.19 K,
2026-01-12 12:00:00,81.9 K,,2.80 K,
2026-01-12 12:20:00,81.0 K,,2.52 K,
2026-01-12 12:40:00,81.1 K,,2.61 K,
2026-01-12 13:00:00,82.2 K,,2.81 K,
2026-01-12 13:20:00,81.8 K,,2.67 K,
2026-01-12 13:40:00,80.7 K,,2.69 K,
2026-01-12 14:00:00,80.5 K,,2.47 K,
2026-01-12 14:20:00,83.2 K,,3.25 K,
2026-01-12 14:40:00,79.0 K,,2.37 K,
2026-01-12 15:00:00,81.4 K,,3.02 K,
2026-01-12 15:20:00,78.6 K,,2.37 K,
2026-01-12 15:40:00,80.4 K,,2.82 K,
2026-01-12 16:00:00,83.1 K,,3.01 K,2
